Energy(eV) Total(1/s) Acoustic(1/s) IV_g_ems(1/s) IV_g_abs(1/s) IV_f_ems(1/s) IV_f_abs(1/s) II(1/s)
1.502 1.30893e+14 3.69297e+13 6.21204e+13 8.00414e+12 2.04119e+13 3.41617e+12 1.04627e+10
1.503 1.31015e+14 3.69663e+13 6.21755e+13 8.01244e+12 2.04301e+13 3.41972e+12 1.05469e+10
1.504 1.31137e+14 3.7003e+13 6.22307e+13 8.02074e+12 2.04483e+13 3.42329e+12 1.06315e+10
1.505 1.31259e+14 3.70397e+13 6.2286e+13 8.02906e+12 2.04665e+13 3.42687e+12 1.07165e+10
1.506 1.31381e+14 3.70765e+13 6.23413e+13 8.03739e+12 2.04848e+13 3.43047e+12 1.0802e+10
1.507 1.31504e+14 3.71135e+13 6.23966e+13 8.04574e+12 2.05032e+13 3.43408e+12 1.0888e+10
1.508 1.31627e+14 3.71505e+13 6.2452e+13 8.05412e+12 2.05216e+13 3.4377e+12 1.09744e+10
1.509 1.3175e+14 3.71877e+13 6.25075e+13 8.06252e+12 2.05402e+13 3.44132e+12 1.10613e+10
1.51 1.31874e+14 3.72251e+13 6.2563e+13 8.07095e+12 2.05589e+13 3.44493e+12 1.11486e+10
1.511 1.31998e+14 3.72625e+13 6.26185e+13 8.0794e+12 2.05777e+13 3.44855e+12 1.12364e+10
1.512 1.32122e+14 3.73e+13 6.26741e+13 8.08787e+12 2.05966e+13 3.45217e+12 1.13246e+10
1.513 1.32247e+14 3.73377e+13 6.27297e+13 8.09636e+12 2.06157e+13 3.45579e+12 1.14133e+10
1.514 1.32372e+14 3.73755e+13 6.27854e+13 8.10486e+12 2.06349e+13 3.45941e+12 1.15025e+10
1.515 1.32497e+14 3.74135e+13 6.28411e+13 8.11337e+12 2.06541e+13 3.46302e+12 1.15921e+10
1.516 1.32622e+14 3.74516e+13 6.28971e+13 8.1219e+12 2.06735e+13 3.46664e+12 1.16822e+10
1.517 1.32749e+14 3.749e+13 6.29533e+13 8.13043e+12 2.06929e+13 3.47026e+12 1.17728e+10
1.518 1.32875e+14 3.75286e+13 6.30097e+13 8.13897e+12 2.07124e+13 3.47387e+12 1.18638e+10
1.519 1.33003e+14 3.75674e+13 6.30663e+13 8.14752e+12 2.07319e+13 3.47749e+12 1.19553e+10
1.52 1.3313e+14 3.76065e+13 6.31231e+13 8.15608e+12 2.07514e+13 3.48111e+12 1.20473e+10
1.521 1.33258e+14 3.76458e+13 6.31801e+13 8.16464e+12 2.0771e+13 3.48473e+12 1.21397e+10
1.522 1.33387e+14 3.76854e+13 6.32373e+13 8.17321e+12 2.07907e+13 3.48836e+12 1.22326e+10
1.523 1.33517e+14 3.77252e+13 6.32952e+13 8.18179e+12 2.08105e+13 3.49199e+12 1.2326e+10
1.524 1.33648e+14 3.77652e+13 6.33537e+13 8.19041e+12 2.08303e+13 3.49564e+12 1.24198e+10
1.525 1.33779e+14 3.78055e+13 6.34128e+13 8.19907e+12 2.08502e+13 3.49928e+12 1.25142e+10
1.526 1.33912e+14 3.78458e+13 6.34725e+13 8.20778e+12 2.08701e+13 3.50294e+12 1.2609e+10
1.527 1.34045e+14 3.78862e+13 6.35328e+13 8.21652e+12 2.08901e+13 3.50661e+12 1.27042e+10
1.528 1.34179e+14 3.79265e+13 6.35937e+13 8.22531e+12 2.09102e+13 3.51028e+12 1.28e+10
1.529 1.34313e+14 3.79668e+13 6.36547e+13 8.23414e+12 2.09303e+13 3.51397e+12 1.28962e+10
1.53 1.34447e+14 3.80072e+13 6.37161e+13 8.24301e+12 2.09504e+13 3.51767e+12 1.2993e+10
1.531 1.34582e+14 3.80475e+13 6.3778e+13 8.25194e+12 2.09706e+13 3.52137e+12 1.30902e+10
1.532 1.34718e+14 3.80878e+13 6.38401e+13 8.26092e+12 2.09908e+13 3.52509e+12 1.31879e+10
1.533 1.34853e+14 3.81281e+13 6.39021e+13 8.26995e+12 2.1011e+13 3.52883e+12 1.3286e+10
1.534 1.34989e+14 3.81683e+13 6.39641e+13 8.27905e+12 2.10312e+13 3.53258e+12 1.33847e+10
1.535 1.35124e+14 3.82086e+13 6.4026e+13 8.28824e+12 2.10514e+13 3.53634e+12 1.34838e+10
1.536 1.35259e+14 3.82489e+13 6.40878e+13 8.29752e+12 2.10716e+13 3.54011e+12 1.35835e+10
1.537 1.35395e+14 3.82891e+13 6.41495e+13 8.30688e+12 2.10919e+13 3.5439e+12 1.36836e+10
1.538 1.3553e+14 3.83293e+13 6.42111e+13 8.31631e+12 2.11121e+13 3.54771e+12 1.37842e+10
1.539 1.35666e+14 3.83695e+13 6.42726e+13 8.32582e+12 2.11325e+13 3.55155e+12 1.38853e+10
1.54 1.35801e+14 3.84097e+13 6.43341e+13 8.33542e+12 2.11529e+13 3.55541e+12 1.39869e+10
1.541 1.35937e+14 3.84498e+13 6.43956e+13 8.34509e+12 2.11734e+13 3.55929e+12 1.4089e+10
1.542 1.36073e+14 3.84899e+13 6.44572e+13 8.35485e+12 2.11939e+13 3.5632e+12 1.41916e+10
1.543 1.3621e+14 3.853e+13 6.45189e+13 8.3647e+12 2.12145e+13 3.56714e+12 1.42947e+10
1.544 1.36346e+14 3.85701e+13 6.45808e+13 8.3746e+12 2.12352e+13 3.5711e+12 1.43983e+10
1.545 1.36483e+14 3.86102e+13 6.46428e+13 8.38455e+12 2.12559e+13 3.57509e+12 1.45023e+10
1.546 1.3662e+14 3.86503e+13 6.47049e+13 8.39453e+12 2.12767e+13 3.5791e+12 1.46069e+10
1.547 1.36758e+14 3.86905e+13 6.47673e+13 8.40456e+12 2.12975e+13 3.58315e+12 1.4712e+10
1.548 1.36895e+14 3.87306e+13 6.48297e+13 8.41467e+12 2.13184e+13 3.58722e+12 1.48176e+10
1.549 1.37033e+14 3.87707e+13 6.48923e+13 8.42485e+12 2.13393e+13 3.59131e+12 1.49237e+10
1.55 1.37172e+14 3.88108e+13 6.49549e+13 8.43512e+12 2.13603e+13 3.59545e+12 1.50303e+10
1.551 1.3731e+14 3.88511e+13 6.50177e+13 8.44548e+12 2.13813e+13 3.59962e+12 1.51374e+10
1.552 1.3745e+14 3.88916e+13 6.50807e+13 8.45592e+12 2.14024e+13 3.60383e+12 1.5245e+10
1.553 1.3759e+14 3.89324e+13 6.51438e+13 8.46647e+12 2.14236e+13 3.60808e+12 1.53531e+10
1.554 1.3773e+14 3.89734e+13 6.52071e+13 8.47713e+12 2.14448e+13 3.61238e+12 1.54618e+10
1.555 1.37872e+14 3.90147e+13 6.52706e+13 8.48791e+12 2.14661e+13 3.61671e+12 1.55709e+10
1.556 1.38013e+14 3.9056e+13 6.53344e+13 8.4988e+12 2.14874e+13 3.62108e+12 1.56806e+10
1.557 1.38156e+14 3.90973e+13 6.53983e+13 8.5098e+12 2.15088e+13 3.6255e+12 1.57907e+10
1.558 1.38298e+14 3.91385e+13 6.54624e+13 8.52092e+12 2.15303e+13 3.62996e+12 1.59014e+10
1.559 1.38441e+14 3.91797e+13 6.55267e+13 8.53214e+12 2.15518e+13 3.63446e+12 1.60126e+10
1.56 1.38584e+14 3.92208e+13 6.55912e+13 8.54347e+12 2.15734e+13 3.63899e+12 1.61243e+10
1.561 1.38728e+14 3.92619e+13 6.56559e+13 8.5549e+12 2.15951e+13 3.64356e+12 1.62365e+10
1.562 1.38871e+14 3.93029e+13 6.57208e+13 8.56615e+12 2.16168e+13 3.64816e+12 1.63493e+10
1.563 1.39014e+14 3.93439e+13 6.57858e+13 8.57679e+12 2.16386e+13 3.6528e+12 1.64626e+10
1.564 1.39157e+14 3.93848e+13 6.58511e+13 8.58709e+12 2.16605e+13 3.65748e+12 1.65764e+10
1.565 1.39301e+14 3.94257e+13 6.59165e+13 8.59713e+12 2.16824e+13 3.66217e+12 1.66907e+10
1.566 1.39444e+14 3.94665e+13 6.59821e+13 8.60692e+12 2.17045e+13 3.66679e+12 1.68055e+10
1.567 1.39587e+14 3.95074e+13 6.60478e+13 8.61697e+12 2.17267e+13 3.67138e+12 1.69209e+10
1.568 1.39733e+14 3.95483e+13 6.61137e+13 8.62918e+12 2.1749e+13 3.67598e+12 1.70368e+10
1.569 1.3988e+14 3.95892e+13 6.61797e+13 8.64144e+12 2.17714e+13 3.68057e+12 1.71532e+10
1.57 1.40026e+14 3.96303e+13 6.6246e+13 8.65354e+12 2.17939e+13 3.68524e+12 1.72702e+10
1.571 1.40174e+14 3.96715e+13 6.63125e+13 8.66553e+12 2.18165e+13 3.69029e+12 1.73877e+10
1.572 1.40322e+14 3.97128e+13 6.63792e+13 8.67743e+12 2.18392e+13 3.6954e+12 1.75057e+10
1.573 1.4047e+14 3.97542e+13 6.64461e+13 8.68929e+12 2.1862e+13 3.70051e+12 1.76242e+10
1.574 1.40618e+14 3.97957e+13 6.65133e+13 8.70122e+12 2.18849e+13 3.70564e+12 1.77433e+10
1.575 1.40768e+14 3.98373e+13 6.65806e+13 8.71342e+12 2.19078e+13 3.7108e+12 1.78629e+10
1.576 1.40918e+14 3.9879e+13 6.66482e+13 8.72604e+12 2.19308e+13 3.71595e+12 1.79831e+10
1.577 1.41069e+14 3.99207e+13 6.67159e+13 8.73906e+12 2.19538e+13 3.721e+12 1.81038e+10
1.578 1.4122e+14 3.99625e+13 6.6784e+13 8.7525e+12 2.19768e+13 3.72593e+12 1.8225e+10
1.579 1.41372e+14 4.00044e+13 6.68525e+13 8.76637e+12 2.19999e+13 3.73083e+12 1.83468e+10
1.58 1.41526e+14 4.00463e+13 6.69213e+13 8.78069e+12 2.20231e+13 3.73571e+12 1.84691e+10
1.581 1.4168e+14 4.00883e+13 6.69906e+13 8.79543e+12 2.20463e+13 3.74062e+12 1.85919e+10
1.582 1.41835e+14 4.01303e+13 6.70602e+13 8.81062e+12 2.20695e+13 3.74593e+12 1.87153e+10
1.583 1.41992e+14 4.01724e+13 6.71303e+13 8.82624e+12 2.20928e+13 3.75176e+12 1.88393e+10
1.584 1.4215e+14 4.02146e+13 6.72008e+13 8.84225e+12 2.21162e+13 3.75766e+12 1.89638e+10
1.585 1.42309e+14 4.02568e+13 6.72717e+13 8.85855e+12 2.21396e+13 3.76359e+12 1.90888e+10
1.586 1.42469e+14 4.02993e+13 6.7343e+13 8.87505e+12 2.21629e+13 3.76954e+12 1.92144e+10
1.587 1.4263e+14 4.0342e+13 6.74147e+13 8.89173e+12 2.21863e+13 3.77553e+12 1.93405e+10
1.588 1.42792e+14 4.0385e+13 6.74865e+13 8.90974e+12 2.22096e+13 3.78157e+12 1.94672e+10
1.589 1.42955e+14 4.04283e+13 6.75584e+13 8.92764e+12 2.2233e+13 3.78767e+12 1.95944e+10
1.59 1.43117e+14 4.04719e+13 6.76303e+13 8.94535e+12 2.22563e+13 3.79391e+12 1.97222e+10
1.591 1.43281e+14 4.05158e+13 6.77021e+13 8.96289e+12 2.22797e+13 3.80049e+12 1.98506e+10
1.592 1.43444e+14 4.056e+13 6.77739e+13 8.98028e+12 2.2303e+13 3.80718e+12 1.99795e+10
1.593 1.43608e+14 4.06045e+13 6.78458e+13 8.99752e+12 2.23263e+13 3.81399e+12 2.01089e+10
1.594 1.43772e+14 4.06493e+13 6.79176e+13 9.01463e+12 2.23497e+13 3.82091e+12 2.02389e+10
1.595 1.43937e+14 4.06945e+13 6.79894e+13 9.0317e+12 2.2373e+13 3.82794e+12 2.03695e+10
1.596 1.44102e+14 4.074e+13 6.80612e+13 9.04892e+12 2.23963e+13 3.83509e+12 2.05006e+10
1.597 1.44268e+14 4.07861e+13 6.8133e+13 9.06629e+12 2.24197e+13 3.84237e+12 2.06323e+10
1.598 1.44435e+14 4.08327e+13 6.82047e+13 9.08381e+12 2.2443e+13 3.84977e+12 2.07646e+10
1.599 1.44602e+14 4.08798e+13 6.82765e+13 9.10146e+12 2.24665e+13 3.85732e+12 2.08974e+10
1.6 1.44771e+14 4.09275e+13 6.83482e+13 9.11924e+12 2.249e+13 3.86497e+12 2.10308e+10
1.601 1.4494e+14 4.09756e+13 6.842e+13 9.13716e+12 2.25135e+13 3.87269e+12 2.11648e+10
1.602 1.4511e+14 4.10242e+13 6.84916e+13 9.15521e+12 2.25372e+13 3.88064e+12 2.12993e+10
1.603 1.45281e+14 4.10733e+13 6.85633e+13 9.1734e+12 2.25609e+13 3.88887e+12 2.14344e+10
1.604 1.45453e+14 4.11229e+13 6.8635e+13 9.19172e+12 2.25846e+13 3.89707e+12 2.157e+10
1.605 1.45625e+14 4.11731e+13 6.87066e+13 9.21016e+12 2.26083e+13 3.90521e+12 2.17063e+10
1.606 1.45798e+14 4.12236e+13 6.87783e+13 9.22865e+12 2.26319e+13 3.91325e+12 2.18431e+10
1.607 1.4597e+14 4.12745e+13 6.885e+13 9.24718e+12 2.26556e+13 3.92121e+12 2.19804e+10
1.608 1.46144e+14 4.13256e+13 6.89217e+13 9.26579e+12 2.26793e+13 3.92911e+12 2.21184e+10
1.609 1.46317e+14 4.1377e+13 6.89935e+13 9.28452e+12 2.27029e+13 3.93696e+12 2.22569e+10
1.61 1.46491e+14 4.14289e+13 6.90653e+13 9.30341e+12 2.27266e+13 3.94484e+12 2.2396e+10
1.611 1.46667e+14 4.14814e+13 6.91372e+13 9.32268e+12 2.27503e+13 3.95297e+12 2.25357e+10
1.612 1.46844e+14 4.15344e+13 6.92092e+13 9.34225e+12 2.27741e+13 3.96117e+12 2.2676e+10
1.613 1.47021e+14 4.15879e+13 6.92813e+13 9.36187e+12 2.2798e+13 3.96943e+12 2.28168e+10
1.614 1.472e+14 4.1642e+13 6.93539e+13 9.38165e+12 2.28219e+13 3.97773e+12 2.29583e+10
1.615 1.47381e+14 4.16968e+13 6.94271e+13 9.40166e+12 2.28458e+13 3.98607e+12 2.31003e+10
1.616 1.47562e+14 4.17523e+13 6.95007e+13 9.42189e+12 2.28698e+13 3.99447e+12 2.32429e+10
1.617 1.47746e+14 4.18085e+13 6.95748e+13 9.44247e+12 2.28938e+13 4.00295e+12 2.3386e+10
1.618 1.47931e+14 4.18655e+13 6.9649e+13 9.46374e+12 2.29178e+13 4.01153e+12 2.35298e+10
1.619 1.48118e+14 4.19232e+13 6.97232e+13 9.48536e+12 2.29419e+13 4.02022e+12 2.36742e+10
1.62 1.48305e+14 4.19817e+13 6.97974e+13 9.50731e+12 2.2966e+13 4.02902e+12 2.38191e+10
1.621 1.48494e+14 4.20407e+13 6.98714e+13 9.52959e+12 2.29902e+13 4.03794e+12 2.39646e+10
1.622 1.48684e+14 4.21004e+13 6.99455e+13 9.55221e+12 2.30143e+13 4.04698e+12 2.41108e+10
1.623 1.48874e+14 4.21608e+13 7.00195e+13 9.57517e+12 2.30385e+13 4.05614e+12 2.42575e+10
1.624 1.49065e+14 4.22203e+13 7.00934e+13 9.59847e+12 2.30628e+13 4.06543e+12 2.44048e+10
1.625 1.49251e+14 4.22755e+13 7.01673e+13 9.62212e+12 2.3087e+13 4.07486e+12 2.45527e+10
1.626 1.49436e+14 4.23285e+13 7.02412e+13 9.64614e+12 2.31113e+13 4.08441e+12 2.47012e+10
1.627 1.4962e+14 4.23798e+13 7.03151e+13 9.67054e+12 2.31357e+13 4.0941e+12 2.48503e+10
1.628 1.49802e+14 4.24293e+13 7.0389e+13 9.6953e+12 2.316e+13 4.1039e+12 2.5e+10
1.629 1.49987e+14 4.24798e+13 7.04629e+13 9.72044e+12 2.31844e+13 4.11385e+12 2.51503e+10
1.63 1.50186e+14 4.2545e+13 7.0537e+13 9.74595e+12 2.32089e+13 4.12394e+12 2.53012e+10
1.631 1.50387e+14 4.26107e+13 7.06111e+13 9.77194e+12 2.32335e+13 4.13428e+12 2.54527e+10
1.632 1.50588e+14 4.26752e+13 7.06856e+13 9.79837e+12 2.32581e+13 4.14476e+12 2.56048e+10
1.633 1.50788e+14 4.27389e+13 7.07603e+13 9.82513e+12 2.32828e+13 4.15535e+12 2.57575e+10
1.634 1.50989e+14 4.28019e+13 7.08353e+13 9.85225e+12 2.33076e+13 4.16606e+12 2.59108e+10
1.635 1.5119e+14 4.28646e+13 7.09106e+13 9.87974e+12 2.33326e+13 4.1769e+12 2.60648e+10
1.636 1.51393e+14 4.29276e+13 7.0986e+13 9.90759e+12 2.33576e+13 4.18786e+12 2.62193e+10
1.637 1.51597e+14 4.29922e+13 7.10613e+13 9.93579e+12 2.33828e+13 4.19895e+12 2.63744e+10
1.638 1.51806e+14 4.30594e+13 7.11368e+13 9.9645e+12 2.34082e+13 4.21018e+12 2.65302e+10
1.639 1.52017e+14 4.31292e+13 7.12123e+13 9.99326e+12 2.34336e+13 4.22156e+12 2.66866e+10
1.64 1.52225e+14 4.32016e+13 7.12879e+13 1.00165e+13 2.34592e+13 4.23308e+12 2.68435e+10
1.641 1.52406e+14 4.32767e+13 7.13637e+13 1.00087e+13 2.34849e+13 4.24474e+12 2.70011e+10
1.642 1.52602e+14 4.33545e+13 7.14403e+13 1.00128e+13 2.35108e+13 4.2565e+12 2.71593e+10
1.643 1.52812e+14 4.3435e+13 7.15168e+13 1.00286e+13 2.35367e+13 4.26757e+12 2.73182e+10
1.644 1.53022e+14 4.35183e+13 7.15932e+13 1.00465e+13 2.35627e+13 4.2737e+12 2.74776e+10
1.645 1.53237e+14 4.36043e+13 7.16695e+13 1.00646e+13 2.35889e+13 4.28183e+12 2.76377e+10
1.646 1.53456e+14 4.36927e+13 7.17458e+13 1.00828e+13 2.36153e+13 4.29194e+12 2.77984e+10
1.647 1.53678e+14 4.37828e+13 7.18222e+13 1.01011e+13 2.36418e+13 4.30248e+12 2.79597e+10
1.648 1.53902e+14 4.38741e+13 7.18994e+13 1.01191e+13 2.36686e+13 4.31315e+12 2.81216e+10
1.649 1.54128e+14 4.3966e+13 7.19775e+13 1.01363e+13 2.3696e+13 4.32396e+12 2.82842e+10
1.65 1.54363e+14 4.4067e+13 7.20563e+13 1.01526e+13 2.37236e+13 4.3349e+12 2.84473e+10
1.651 1.54597e+14 4.41671e+13 7.21355e+13 1.01682e+13 2.37515e+13 4.34592e+12 2.86111e+10
1.652 1.54829e+14 4.42658e+13 7.22153e+13 1.01829e+13 2.37795e+13 4.35692e+12 2.87756e+10
1.653 1.5506e+14 4.43633e+13 7.22956e+13 1.01968e+13 2.38078e+13 4.3679e+12 2.89406e+10
1.654 1.5529e+14 4.44595e+13 7.23766e+13 1.02101e+13 2.38362e+13 4.37827e+12 2.91063e+10
1.655 1.55515e+14 4.45547e+13 7.24583e+13 1.0225e+13 2.38649e+13 4.38336e+12 2.92726e+10
1.656 1.55738e+14 4.46487e+13 7.25408e+13 1.02423e+13 2.38938e+13 4.38329e+12 2.94396e+10
1.657 1.55968e+14 4.47423e+13 7.26241e+13 1.02619e+13 2.3923e+13 4.3871e+12 2.96072e+10
1.658 1.56205e+14 4.48368e+13 7.27083e+13 1.02838e+13 2.39526e+13 4.3939e+12 2.97754e+10
1.659 1.56448e+14 4.4932e+13 7.27936e+13 1.03079e+13 2.39825e+13 4.40155e+12 2.99443e+10
1.66 1.56695e+14 4.5028e+13 7.288e+13 1.03344e+13 2.40128e+13 4.40962e+12 3.01138e+10
1.661 1.56947e+14 4.51246e+13 7.29674e+13 1.03629e+13 2.40435e+13 4.4181e+12 3.02839e+10
1.662 1.57204e+14 4.52219e+13 7.30561e+13 1.03936e+13 2.40746e+13 4.42693e+12 3.04547e+10
1.663 1.57465e+14 4.53199e+13 7.31459e+13 1.04264e+13 2.41061e+13 4.43595e+12 3.06261e+10
1.664 1.5773e+14 4.54185e+13 7.32365e+13 1.0461e+13 2.4138e+13 4.44505e+12 3.07981e+10
1.665 1.5799e+14 4.55178e+13 7.33281e+13 1.04889e+13 2.41704e+13 4.45421e+12 3.09708e+10
1.666 1.58227e+14 4.56177e+13 7.34205e+13 1.04914e+13 2.4203e+13 4.46343e+12 3.11442e+10
1.667 1.58466e+14 4.57183e+13 7.35138e+13 1.04936e+13 2.4236e+13 4.4727e+12 3.13182e+10
1.668 1.58704e+14 4.58196e+13 7.3608e+13 1.04953e+13 2.42693e+13 4.48068e+12 3.14928e+10
1.669 1.58941e+14 4.59215e+13 7.37029e+13 1.04966e+13 2.43032e+13 4.48465e+12 3.16681e+10
1.67 1.59178e+14 4.60241e+13 7.37982e+13 1.04976e+13 2.43374e+13 4.48916e+12 3.1844e+10
1.671 1.59418e+14 4.61277e+13 7.3894e+13 1.04985e+13 2.43716e+13 4.49439e+12 3.20206e+10
1.672 1.59659e+14 4.62322e+13 7.39906e+13 1.04991e+13 2.4405e+13 4.50031e+12 3.21978e+10
1.673 1.59902e+14 4.63378e+13 7.40881e+13 1.04991e+13 2.44375e+13 4.5069e+12 3.23757e+10
1.674 1.60145e+14 4.64444e+13 7.41864e+13 1.04985e+13 2.44695e+13 4.51422e+12 3.25543e+10
1.675 1.60391e+14 4.6552e+13 7.42857e+13 1.04972e+13 2.45011e+13 4.52221e+12 3.27335e+10
1.676 1.60639e+14 4.66612e+13 7.43859e+13 1.04952e+13 2.45329e+13 4.53079e+12 3.29133e+10
1.677 1.60893e+14 4.67723e+13 7.44873e+13 1.04927e+13 2.45677e+13 4.53994e+12 3.30938e+10
1.678 1.61153e+14 4.68853e+13 7.45901e+13 1.04895e+13 2.46047e+13 4.5497e+12 3.3275e+10
1.679 1.61414e+14 4.70002e+13 7.46941e+13 1.04858e+13 2.46417e+13 4.55903e+12 3.34568e+10
1.68 1.61677e+14 4.7117e+13 7.47994e+13 1.04844e+13 2.46786e+13 4.56362e+12 3.36393e+10
1.681 1.61939e+14 4.72357e+13 7.4906e+13 1.04852e+13 2.47154e+13 4.56274e+12 3.38225e+10
1.682 1.62204e+14 4.73563e+13 7.50139e+13 1.04859e+13 2.47523e+13 4.56163e+12 3.40063e+10
1.683 1.62471e+14 4.74788e+13 7.5123e+13 1.04859e+13 2.4789e+13 4.56034e+12 3.41908e+10
1.684 1.62735e+14 4.76032e+13 7.52332e+13 1.04824e+13 2.4825e+13 4.55635e+12 3.43759e+10
1.685 1.63e+14 4.77294e+13 7.53446e+13 1.0477e+13 2.48613e+13 4.55312e+12 3.45617e+10
1.686 1.63269e+14 4.78573e+13 7.54546e+13 1.04735e+13 2.48979e+13 4.55086e+12 3.47482e+10
1.687 1.63534e+14 4.79867e+13 7.55579e+13 1.04708e+13 2.4935e+13 4.54862e+12 3.49354e+10
1.688 1.63798e+14 4.81177e+13 7.56574e+13 1.04681e+13 2.49732e+13 4.5461e+12 3.51232e+10
1.689 1.64064e+14 4.82502e+13 7.5754e+13 1.04651e+13 2.50156e+13 4.5433e+12 3.53117e+10
1.69 1.64329e+14 4.83842e+13 7.58479e+13 1.04617e+13 2.50591e+13 4.54022e+12 3.55009e+10
1.691 1.64593e+14 4.852e+13 7.59433e+13 1.04542e+13 2.51032e+13 4.53681e+12 3.56907e+10
1.692 1.64887e+14 4.86577e+13 7.60626e+13 1.04501e+13 2.5148e+13 4.53305e+12 3.58812e+10
1.693 1.65189e+14 4.87971e+13 7.61838e+13 1.04491e+13 2.51935e+13 4.52907e+12 3.60724e+10
1.694 1.65492e+14 4.89383e+13 7.63034e+13 1.04495e+13 2.52396e+13 4.52537e+12 3.62643e+10
1.695 1.65799e+14 4.90813e+13 7.64218e+13 1.04505e+13 2.52862e+13 4.52252e+12 3.64569e+10
1.696 1.66108e+14 4.92264e+13 7.65392e+13 1.04517e+13 2.53335e+13 4.5202e+12 3.66501e+10
1.697 1.66421e+14 4.93739e+13 7.66562e+13 1.04531e+13 2.53833e+13 4.5179e+12 3.6844e+10
1.698 1.6674e+14 4.95238e+13 7.67738e+13 1.04548e+13 2.54347e+13 4.51575e+12 3.70386e+10
1.699 1.67064e+14 4.96759e+13 7.68942e+13 1.0457e+13 2.54864e+13 4.51374e+12 3.72339e+10
1.7 1.67396e+14 4.983e+13 7.70191e+13 1.04597e+13 2.55384e+13 4.51188e+12 3.74298e+10
1.701 1.67736e+14 4.99859e+13 7.71485e+13 1.04629e+13 2.55907e+13 4.51016e+12 3.76265e+10
1.702 1.68053e+14 5.01143e+13 7.72824e+13 1.04667e+13 2.56433e+13 4.50859e+12 3.78238e+10
1.703 1.68159e+14 5.00257e+13 7.74211e+13 1.0471e+13 2.56963e+13 4.50715e+12 3.80219e+10
1.704 1.6835e+14 5.00155e+13 7.75645e+13 1.04758e+13 2.57497e+13 4.50597e+12 3.82206e+10
1.705 1.68627e+14 5.00852e+13 7.77126e+13 1.04816e+13 2.58039e+13 4.50532e+12 3.842e+10
1.706 1.68926e+14 5.01692e+13 7.78654e+13 1.04884e+13 2.58588e+13 4.50534e+12 3.86201e+10
1.707 1.69232e+14 5.0254e+13 7.8023e+13 1.04962e+13 2.59142e+13 4.50601e+12 3.88209e+10
1.708 1.69545e+14 5.03396e+13 7.81849e+13 1.05042e+13 2.59701e+13 4.50664e+12 3.90224e+10
1.709 1.69858e+14 5.04258e+13 7.835e+13 1.05097e+13 2.60283e+13 4.50532e+12 3.92246e+10
1.71 1.7017e+14 5.05096e+13 7.85172e+13 1.05134e+13 2.60866e+13 4.50409e+12 3.94275e+10
1.711 1.70479e+14 5.05881e+13 7.86857e+13 1.05173e+13 2.61449e+13 4.50294e+12 3.96311e+10
1.712 1.70796e+14 5.06609e+13 7.8869e+13 1.05214e+13 2.62031e+13 4.50184e+12 3.98353e+10
1.713 1.71108e+14 5.07281e+13 7.90517e+13 1.05257e+13 2.62613e+13 4.50079e+12 4.00403e+10
1.714 1.7141e+14 5.07897e+13 7.92312e+13 1.053e+13 2.63195e+13 4.49981e+12 4.0246e+10
1.715 1.71695e+14 5.08456e+13 7.93997e+13 1.05329e+13 2.63777e+13 4.49889e+12 4.04524e+10
1.716 1.71971e+14 5.08967e+13 7.95689e+13 1.05312e+13 2.6436e+13 4.49799e+12 4.06595e+10
1.717 1.72259e+14 5.09576e+13 7.97398e+13 1.05291e+13 2.64949e+13 4.4971e+12 4.08673e+10
1.718 1.72562e+14 5.10339e+13 7.99098e+13 1.05267e+13 2.65542e+13 4.49622e+12 4.10758e+10
1.719 1.72879e+14 5.11253e+13 8.00792e+13 1.0524e+13 2.66141e+13 4.49536e+12 4.1285e+10
1.72 1.73212e+14 5.1231e+13 8.02492e+13 1.0521e+13 2.66745e+13 4.49452e+12 4.14949e+10
1.721 1.73553e+14 5.13511e+13 8.04145e+13 1.05178e+13 2.67343e+13 4.49368e+12 4.17056e+10
1.722 1.739e+14 5.14855e+13 8.05768e+13 1.05145e+13 2.67888e+13 4.49283e+12 4.19169e+10
1.723 1.74269e+14 5.16336e+13 8.07442e+13 1.05111e+13 2.68461e+13 4.49218e+12 4.2129e+10
1.724 1.74658e+14 5.1795e+13 8.0915e+13 1.05081e+13 2.69063e+13 4.49173e+12 4.23417e+10
1.725 1.75063e+14 5.19695e+13 8.10872e+13 1.05052e+13 2.69677e+13 4.49123e+12 4.25552e+10
1.726 1.75484e+14 5.21582e+13 8.12602e+13 1.05021e+13 2.70299e+13 4.49068e+12 4.27694e+10
1.727 1.75867e+14 5.2308e+13 8.14341e+13 1.04988e+13 2.70928e+13 4.49009e+12 4.29844e+10
1.728 1.76077e+14 5.22832e+13 8.16089e+13 1.04954e+13 2.71565e+13 4.48944e+12 4.32e+10
1.729 1.76285e+14 5.22551e+13 8.1785e+13 1.04918e+13 2.72208e+13 4.48872e+12 4.34164e+10
1.73 1.76492e+14 5.22239e+13 8.19625e+13 1.04886e+13 2.72859e+13 4.48794e+12 4.36334e+10
1.731 1.76699e+14 5.21895e+13 8.21416e+13 1.04858e+13 2.73516e+13 4.48709e+12 4.38512e+10
1.732 1.76905e+14 5.21518e+13 8.23221e+13 1.04829e+13 2.7418e+13 4.48618e+12 4.40698e+10
1.733 1.77113e+14 5.21135e+13 8.25045e+13 1.048e+13 2.7485e+13 4.4853e+12 4.4289e+10
